incident_id,city,road_name,vehicle_type,accident_type,severity,weather_condition,road_condition,cause,driver_age,driver_gender,injury_count,damage_cost_php,latitude,longitude,datetime
MMTI-2025-0423,Valenzuela,EDSA,Motorcycle,Side-swipe,Minor,Storm,Dry,Unknown,25,Female,0.0,87000.0,14.604623927859024,121.08801795792294,2025-06-07 15:34:00
MMTI-2025-0424,Makati,Quezon Ave,Motorcycle,Collision,Major,Cloudy,Dry,Unknown,57,Male,1.0,91500.0,14.629757283822505,120.9028730409924,2025-10-02 04:47:00
MMTI-2025-0425,San Juan,C5,Truck,Pedestrian,Major,Clear,Dry,Distracted Driving,25,Female,4.0,80500.0,14.544114504848585,121.06089070618546,2025-11-20 01:57:00
MMTI-2025-0426,Navotas,Ortigas Ave,Motorcycle,Pedestrian,Unknown,Rain,Slippery,Mechanical Failure,66,Male,4.0,24000.0,14.567100745533738,120.92414909791036,2025-08-07 10:51:00
MMTI-2025-0427,Las Piñas,España Blvd,Car,Hit and Run,Major,Clear,Dry,Drunk Driving,24,Female,1.0,4000.0,14.67592538816775,120.91614452154391,2025-03-14 13:10:00
MMTI-2025-0428,Makati,Katipunan Ave,Bus,Hit and Run,Unknown,Rain,Wet,Mechanical Failure,27,Male,4.0,59500.0,14.58240626490005,121.08761792208932,2025-01-04 05:59:00
MMTI-2025-0429,Pasig,Commonwealth Ave,UV Express,Hit and Run,Unknown,Clear,Slippery,Traffic Violation,44,Male,4.0,32000.0,14.538380572374924,121.09732070495218,2025-11-09 22:02:00
MMTI-2025-0430,Quezon City,España Blvd,Car,Hit and Run,Major,Storm,Dry,Mechanical Failure,25,Female,0.0,62500.0,14.599502967560774,120.93195191870652,2025-02-18 19:23:00
MMTI-2025-0431,Las Piñas,Roxas Blvd,Car,Hit and Run,Fatal,Storm,Unknown,Unknown,20,Male,0.0,8500.0,14.6849722691437,120.93517752164313,2025-01-23 01:41:00
MMTI-2025-0432,Taguig,C5,Car,Hit and Run,Unknown,Clear,Slippery,Unknown,30,Male,1.0,16000.0,14.565226444941434,120.9196128267603,2025-01-15 15:32:00
MMTI-2025-0433,Caloocan,C5,Truck,Pedestrian,Unknown,Clear,Unknown,Drunk Driving,31,Female,1.0,51500.0,14.57469701638282,120.99154803860162,2025-07-31 06:24:00
MMTI-2025-0434,Mandaluyong,Quezon Ave,Bus,Rear-end,Minor,Rain,Unknown,Overspeeding,35,Female,0.0,61500.0,14.5917157849941,120.93424026334336,2025-04-10 20:22:00
MMTI-2025-0435,San Juan,Katipunan Ave,Car,Pedestrian,Major,Clear,Unknown,Mechanical Failure,23,Female,4.0,64500.0,14.672439810627198,120.94328852086004,2025-06-25 07:56:00
MMTI-2025-0436,Manila,Taft Ave,UV Express,Rear-end,Major,Storm,Unknown,Mechanical Failure,55,Female,4.0,2500.0,14.583554370671784,120.90884483909616,2025-08-31 14:17:00
MMTI-2025-0437,Manila,EDSA,Truck,Pedestrian,Unknown,Cloudy,Dry,Unknown,49,Female,0.0,73000.0,14.650615738350783,121.03863196780054,2025-08-29 23:49:00
MMTI-2025-0438,Las Piñas,Roxas Blvd,Car,Collision,Minor,Cloudy,Slippery,Drunk Driving,63,Female,4.0,97500.0,14.616732022202632,121.09528415568894,2025-07-28 06:08:00
MMTI-2025-0439,Navotas,Commonwealth Ave,Taxi,Side-swipe,Unknown,Rain,Dry,Distracted Driving,42,Male,4.0,6000.0,14.559317996242497,121.05057760219243,2025-08-26 04:55:00
MMTI-2025-0440,Makati,Quezon Ave,Taxi,Collision,Unknown,Storm,Dry,Traffic Violation,21,Male,3.0,48500.0,14.593070575027369,120.90817486698266,2025-12-24 19:34:00
MMTI-2025-0441,Quezon City,C5,Jeepney,Rear-end,Major,Storm,Wet,Distracted Driving,59,Female,0.0,98000.0,14.61602387707104,121.09182074621744,2025-07-07 05:41:00
MMTI-2025-0442,Caloocan,Ortigas Ave,Bus,Side-swipe,Unknown,Rain,Unknown,Reckless Driving,21,Male,2.0,46000.0,14.590482129881124,121.00029001910492,2025-04-18 23:48:00
MMTI-2025-0443,Quezon City,España Blvd,Bus,Hit and Run,Unknown,Storm,Dry,Mechanical Failure,47,Male,0.0,52000.0,14.67958917197408,120.95767453753687,2025-03-04 15:45:00
MMTI-2025-0444,Mandaluyong,C5,UV Express,Rear-end,Unknown,Rain,Wet,Overspeeding,36,Female,0.0,71000.0,14.686344294446748,120.99478098354744,2025-02-09 03:10:00
MMTI-2025-0445,Manila,Roxas Blvd,Car,Collision,Minor,Rain,Unknown,Traffic Violation,44,Male,0.0,84500.0,14.657364872584203,120.99722967832292,2025-08-04 14:47:00
MMTI-2025-0446,Quezon City,Aurora Blvd,Truck,Side-swipe,Unknown,Rain,Slippery,Drunk Driving,68,Male,1.0,63500.0,14.574380463318116,120.9576292585876,2025-12-07 22:33:00
MMTI-2025-0447,San Juan,Aurora Blvd,Car,Pedestrian,Major,Rain,Unknown,Reckless Driving,29,Female,0.0,90500.0,14.680942229429418,121.05889145605786,2025-01-25 04:22:00
MMTI-2025-0448,Quezon City,Ortigas Ave,Jeepney,Rear-end,Unknown,Storm,Slippery,Drunk Driving,31,Male,0.0,42500.0,14.695604512607824,120.92958884294768,2025-03-24 07:07:00
MMTI-2025-0449,Quezon City,Roxas Blvd,Motorcycle,Collision,Unknown,Cloudy,Wet,Unknown,38,Female,0.0,96500.0,14.609229117595556,121.00148180623545,2025-08-18 17:10:00
MMTI-2025-0450,Pateros,Roxas Blvd,Taxi,Pedestrian,Major,Clear,Unknown,Traffic Violation,62,Male,0.0,63000.0,14.68003489381087,120.92788465869133,2025-11-28 22:18:00
MMTI-2025-0451,Manila,Taft Ave,Jeepney,Rear-end,Unknown,Storm,Dry,Traffic Violation,21,Female,4.0,69000.0,14.544428771408324,121.0871330153452,2025-10-10 03:19:00
MMTI-2025-0452,Makati,España Blvd,Taxi,Hit and Run,Minor,Clear,Unknown,Mechanical Failure,49,Male,4.0,79000.0,14.602311168526713,120.9112095235414,2025-05-23 06:01:00
MMTI-2025-0453,Pasig,Taft Ave,Bus,Hit and Run,Fatal,Clear,Slippery,Traffic Violation,40,Male,3.0,73500.0,14.517519726180575,121.0455706713912,2025-12-08 11:25:00
MMTI-2025-0454,Valenzuela,Roxas Blvd,Car,Hit and Run,Unknown,Rain,Unknown,Distracted Driving,27,Female,2.0,62500.0,14.6976764855795,121.005060209314,2025-08-16 23:26:00
MMTI-2025-0455,Makati,Taft Ave,Motorcycle,Collision,Unknown,Rain,Slippery,Unknown,29,Female,0.0,74500.0,14.651048749558438,120.92738540798317,2025-06-21 02:59:00
MMTI-2025-0456,Quezon City,Aurora Blvd,Motorcycle,Side-swipe,Unknown,Storm,Unknown,Unknown,32,Male,0.0,21500.0,14.552535404712216,121.09120531922662,2025-04-06 12:18:00
MMTI-2025-0457,San Juan,Taft Ave,Car,Hit and Run,Major,Clear,Dry,Reckless Driving,49,Male,4.0,97000.0,14.57235190209905,120.99609718109008,2025-11-22 15:07:00
MMTI-2025-0458,Pateros,C5,Bus,Pedestrian,Unknown,Clear,Slippery,Drunk Driving,55,Male,1.0,42500.0,14.592208793578024,121.03865660896228,2025-08-12 08:40:00
MMTI-2025-0459,Mandaluyong,Ortigas Ave,Truck,Side-swipe,Minor,Storm,Slippery,Distracted Driving,50,Female,0.0,25000.0,14.652937875828904,121.01975249760244,2025-07-02 05:03:00
MMTI-2025-0460,Marikina,Roxas Blvd,Bus,Side-swipe,Minor,Clear,Unknown,Traffic Violation,,Female,0.0,19500.0,14.60363414925548,120.9746028390211,2025-03-27 17:20:00
MMTI-2025-0461,Pasay,C5,Car,Rear-end,Unknown,Rain,Wet,Distracted Driving,44,Female,0.0,16500.0,14.663768948810148,121.08468195053544,2025-09-06 13:21:00
MMTI-2025-0462,Las Piñas,Commonwealth Ave,Taxi,Hit and Run,Unknown,Clear,Slippery,Drunk Driving,63,Male,0.0,97000.0,14.66291482168227,120.94447156955113,2025-09-03 11:19:00
MMTI-2025-0463,Caloocan,Roxas Blvd,Car,Rear-end,Major,Clear,Unknown,Distracted Driving,22,Male,3.0,98500.0,14.586249494615968,120.93927019850584,2025-12-22 04:44:00
MMTI-2025-0464,Makati,EDSA,Truck,Collision,Fatal,Clear,Dry,Reckless Driving,60,Male,0.0,17500.0,14.68401961416273,120.94108023731054,2025-01-17 21:32:00
MMTI-2025-0465,Las Piñas,EDSA,Motorcycle,Rear-end,Fatal,Clear,Slippery,Traffic Violation,28,Female,4.0,74500.0,14.513667407779552,121.0639173009666,2025-04-13 05:42:00
MMTI-2025-0466,Parañaque,Roxas Blvd,Car,Pedestrian,Minor,Rain,Dry,Mechanical Failure,50,Female,2.0,91000.0,14.617876114227066,120.9879331658386,2025-01-08 16:13:00
MMTI-2025-0467,Las Piñas,Taft Ave,Truck,Rear-end,Unknown,Rain,Unknown,Distracted Driving,66,Male,0.0,61500.0,14.522063232242656,120.9271824739811,2025-02-24 05:53:00
MMTI-2025-0468,Quezon City,EDSA,Motorcycle,Side-swipe,Unknown,Clear,Unknown,Reckless Driving,47,Male,0.0,58500.0,14.545174685945982,120.98145644410044,2025-07-04 22:18:00
MMTI-2025-0469,Makati,Aurora Blvd,UV Express,Side-swipe,Major,Clear,Unknown,Distracted Driving,43,Female,4.0,86000.0,14.63530373287947,120.9238435687771,2025-08-08 06:54:00
MMTI-2025-0470,Makati,C5,UV Express,Rear-end,Minor,Storm,Wet,Traffic Violation,30,Female,0.0,31500.0,14.667621826268292,121.04504010006652,2025-07-22 12:44:00
MMTI-2025-0471,Makati,Katipunan Ave,Bus,Hit and Run,Fatal,Cloudy,Unknown,Unknown,49,Male,1.0,,14.590926948350722,120.92443801201983,2025-05-23 22:49:00
MMTI-2025-0472,Pasig,EDSA,Motorcycle,Collision,Minor,Cloudy,Dry,Drunk Driving,42,Male,1.0,40500.0,14.624393352304743,120.91926672571924,2025-09-08 15:14:00
MMTI-2025-0473,Manila,Aurora Blvd,Taxi,Hit and Run,Major,Storm,Unknown,Unknown,50,Male,4.0,45500.0,14.66189631947826,121.00810579739009,2025-02-09 21:48:00
MMTI-2025-0474,Taguig,Taft Ave,Truck,Side-swipe,Unknown,Cloudy,Unknown,Overspeeding,20,Female,4.0,86000.0,14.672072140543731,120.9606089143227,2025-01-10 01:27:00
MMTI-2025-0475,Malabon,Commonwealth Ave,Bus,Hit and Run,Unknown,Clear,Unknown,Unknown,60,Female,3.0,73500.0,14.670870293909775,121.0013370097514,2025-12-28 05:31:00
MMTI-2025-0476,Makati,Taft Ave,Jeepney,Side-swipe,Fatal,Storm,Dry,Overspeeding,55,Male,1.0,48500.0,14.569775357558658,121.04841142681832,2025-07-20 08:31:00
MMTI-2025-0477,Navotas,C5,Truck,Side-swipe,Fatal,Cloudy,Slippery,Overspeeding,60,Female,1.0,32000.0,14.629616564977317,121.0185063333585,2025-01-14 20:21:00
MMTI-2025-0478,San Juan,C5,Bus,Rear-end,Minor,Clear,Slippery,Overspeeding,47,Female,4.0,67500.0,14.68028196904238,120.9533237770504,2025-12-19 02:55:00
MMTI-2025-0479,Manila,Ortigas Ave,Truck,Pedestrian,Unknown,Storm,Unknown,Distracted Driving,69,Female,0.0,90000.0,14.635022259065371,120.9671934924971,2025-12-23 15:37:00
MMTI-2025-0480,Pasay,Katipunan Ave,Bus,Side-swipe,Unknown,Rain,Unknown,Distracted Driving,52,Female,2.0,35500.0,14.50950627222258,121.0992455386721,2025-09-15 21:21:00
MMTI-2025-0481,Makati,Katipunan Ave,Motorcycle,Pedestrian,Fatal,Storm,Dry,Unknown,45,Female,2.0,11500.0,14.63030736271104,120.96036940292215,2025-07-25 07:39:00
MMTI-2025-0482,Quezon City,Ortigas Ave,Car,Hit and Run,Unknown,Storm,Unknown,Unknown,60,Female,0.0,82000.0,14.640666329139805,121.07254196135185,2025-06-03 13:42:00
MMTI-2025-0483,Valenzuela,Roxas Blvd,UV Express,Pedestrian,Unknown,Cloudy,Unknown,Overspeeding,51,Female,2.0,61000.0,14.529548737764916,120.93009453080064,2025-10-23 15:13:00
MMTI-2025-0484,Malabon,Taft Ave,Bus,Collision,Major,Cloudy,Slippery,Reckless Driving,59,Female,2.0,89500.0,14.6202464539351,120.98117318784963,2025-12-17 09:54:00
MMTI-2025-0485,Manila,Quezon Ave,Taxi,Side-swipe,Unknown,Cloudy,Unknown,Unknown,45,Male,1.0,22000.0,14.554542392695591,120.90582837351918,2025-02-28 04:12:00
MMTI-2025-0486,Pasay,EDSA,UV Express,Hit and Run,Minor,Clear,Dry,Traffic Violation,56,Male,0.0,54000.0,14.679354648833623,121.03433441468692,2025-05-23 21:35:00
MMTI-2025-0487,Pasig,Quezon Ave,Motorcycle,Pedestrian,Unknown,Clear,Unknown,Reckless Driving,49,Male,1.0,78500.0,14.52445536669074,121.06133744912358,2025-02-16 12:53:00
MMTI-2025-0488,Navotas,Quezon Ave,Truck,Rear-end,Major,Clear,Wet,Mechanical Failure,35,Female,3.0,34500.0,14.672579986735403,120.9111850805437,2025-06-18 18:47:00
MMTI-2025-0489,Taguig,Ortigas Ave,Jeepney,Hit and Run,Unknown,Rain,Wet,Reckless Driving,68,Female,2.0,62500.0,14.643134245824426,121.0642730732384,2025-10-01 11:44:00
MMTI-2025-0490,Pasig,EDSA,Taxi,Collision,Major,Storm,Unknown,Unknown,37,Male,0.0,17500.0,14.60698213855468,120.94727637895592,2025-01-11 20:57:00
MMTI-2025-0491,Navotas,Roxas Blvd,Bus,Collision,Major,Storm,Wet,Drunk Driving,46,Male,0.0,54000.0,14.657863479903163,120.954807305137,2025-08-15 12:00:00
MMTI-2025-0492,Malabon,Ortigas Ave,UV Express,Hit and Run,Minor,Rain,Slippery,Distracted Driving,40,Female,4.0,95000.0,14.66268560968001,121.0475571041208,2025-02-11 15:30:00
MMTI-2025-0493,Quezon City,Commonwealth Ave,UV Express,Hit and Run,Major,Clear,Unknown,Mechanical Failure,58,Male,2.0,75500.0,14.51644641028468,120.93156448788882,2025-08-21 22:01:00
MMTI-2025-0494,Pasig,Katipunan Ave,UV Express,Hit and Run,Fatal,Cloudy,Unknown,Drunk Driving,34,Female,0.0,77500.0,14.665353721868367,121.05990573358804,2025-09-22 22:49:00
MMTI-2025-0495,Las Piñas,Commonwealth Ave,Truck,Hit and Run,Unknown,Rain,Dry,Overspeeding,53,Female,0.0,61000.0,14.53965324053434,121.04025223084068,2025-04-12 02:26:00
MMTI-2025-0496,Pasig,Taft Ave,Jeepney,Side-swipe,Major,Clear,Slippery,Drunk Driving,54,Male,0.0,93500.0,14.60516754006618,121.05467186409234,2025-03-28 01:25:00
MMTI-2025-0497,Taguig,Quezon Ave,UV Express,Rear-end,Major,Storm,Slippery,Unknown,42,Female,3.0,28000.0,14.620016557299444,121.09904148999466,2025-08-21 21:31:00
MMTI-2025-0498,Parañaque,Taft Ave,Car,Hit and Run,Major,Clear,Slippery,Reckless Driving,33,Female,1.0,49000.0,14.616580615467232,121.02944711366024,2025-05-25 23:43:00
MMTI-2025-0499,Pasig,Ortigas Ave,UV Express,Hit and Run,Major,Rain,Unknown,Unknown,65,Male,0.0,14000.0,14.611399994878102,120.91042252232562,2025-02-13 00:30:00
MMTI-2025-0500,Las Piñas,Katipunan Ave,UV Express,Pedestrian,Minor,Clear,Slippery,Unknown,37,Female,0.0,49000.0,14.526447650742616,121.07844518953496,2025-05-01 15:58:00
MMTI-2025-0501,Mandaluyong,Commonwealth Ave,Jeepney,Hit and Run,Fatal,Cloudy,Wet,Distracted Driving,38,Female,1.0,35000.0,14.523368411232934,120.90883243229764,2025-01-22 18:11:00
MMTI-2025-0502,Mandaluyong,Ortigas Ave,Truck,Side-swipe,Fatal,Clear,Slippery,Traffic Violation,45,Female,2.0,96000.0,14.69891301317703,121.05273508273072,2025-03-07 15:55:00
MMTI-2025-0503,Valenzuela,EDSA,Car,Rear-end,Minor,Rain,Wet,Overspeeding,48,Male,1.0,92000.0,14.593426567966386,120.92320480942011,2025-03-19 17:54:00
MMTI-2025-0504,Las Piñas,España Blvd,Truck,Hit and Run,Unknown,Clear,Wet,Distracted Driving,40,Male,1.0,38000.0,14.53613099282228,120.93365900032214,2025-09-11 01:28:00
MMTI-2025-0505,Makati,Quezon Ave,Jeepney,Collision,Unknown,Clear,Wet,Unknown,22,Female,3.0,88500.0,14.518861044775498,120.96573155526217,2025-09-18 08:36:00
MMTI-2025-0506,Taguig,Taft Ave,Bus,Pedestrian,Minor,Storm,Wet,Overspeeding,23,Female,0.0,86000.0,14.595971018752538,121.02567134790898,2025-05-26 21:43:00
MMTI-2025-0507,Manila,Ortigas Ave,Motorcycle,Pedestrian,Unknown,Storm,Unknown,Drunk Driving,31,Male,0.0,38000.0,14.564634169337372,120.91110700479716,2025-05-18 19:42:00
MMTI-2025-0508,Navotas,C5,Truck,Side-swipe,Major,Rain,Unknown,Distracted Driving,19,Female,1.0,51500.0,14.655898509029145,120.9569871777999,2025-02-06 17:38:00
MMTI-2025-0509,San Juan,Aurora Blvd,Taxi,Hit and Run,Fatal,Rain,Unknown,Drunk Driving,40,Male,2.0,67500.0,14.539974252119098,120.98908848298404,2025-12-01 04:07:00
MMTI-2025-0510,Makati,Katipunan Ave,Truck,Collision,Unknown,Storm,Unknown,Drunk Driving,45,Female,0.0,7000.0,14.602668291839578,121.09465435812405,2025-07-18 15:17:00
MMTI-2025-0511,Pasig,Aurora Blvd,Jeepney,Pedestrian,Minor,Storm,Unknown,Unknown,23,Female,2.0,21000.0,14.69683724660842,121.03686278745964,2025-12-13 07:41:00
MMTI-2025-0512,Malabon,Roxas Blvd,Jeepney,Collision,Unknown,Clear,Dry,Distracted Driving,50,Female,3.0,14000.0,14.592931298406208,121.04406199987008,2025-06-03 07:33:00
MMTI-2025-0513,Makati,C5,Taxi,Pedestrian,Minor,Clear,Unknown,Drunk Driving,68,Female,3.0,7500.0,14.516658113026994,121.0753510694271,2025-05-10 11:16:00
MMTI-2025-0514,Valenzuela,Aurora Blvd,Jeepney,Side-swipe,Fatal,Rain,Wet,Drunk Driving,23,Male,0.0,15500.0,14.586759784123862,120.90358304382242,2025-06-02 10:37:00
MMTI-2025-0515,Pasay,Aurora Blvd,Truck,Hit and Run,Unknown,Rain,Unknown,Reckless Driving,57,Male,0.0,88000.0,14.692628322080214,121.03502045779676,2025-07-22 03:00:00
MMTI-2025-0516,Pasig,EDSA,Car,Collision,Minor,Rain,Wet,Overspeeding,31,Female,0.0,20500.0,14.629947965207368,120.9871576947601,2025-06-04 02:08:00
MMTI-2025-0517,Makati,Roxas Blvd,Taxi,Hit and Run,Major,Cloudy,Unknown,Overspeeding,25,Female,1.0,96500.0,14.640519621141651,121.09277337414778,2025-11-17 17:12:00
MMTI-2025-0518,Valenzuela,Katipunan Ave,Car,Rear-end,Fatal,Clear,Unknown,Overspeeding,39,Male,0.0,82500.0,14.669525906016071,120.9863575905256,2025-08-30 00:55:00
MMTI-2025-0519,Makati,Katipunan Ave,UV Express,Pedestrian,Fatal,Clear,Unknown,Unknown,49,Female,1.0,93000.0,14.51214093644665,120.9038039318055,2025-08-01 15:47:00
MMTI-2025-0520,Makati,Roxas Blvd,UV Express,Hit and Run,Unknown,Clear,Unknown,Traffic Violation,46,Female,0.0,22500.0,14.557602156290724,120.9384402595002,2025-10-23 10:35:00
MMTI-2025-0521,Manila,Quezon Ave,Jeepney,Side-swipe,Unknown,Rain,Unknown,Drunk Driving,36,Female,3.0,88000.0,14.63050003757266,120.9720511135399,2025-06-26 14:14:00
MMTI-2025-0522,Parañaque,Roxas Blvd,UV Express,Collision,Unknown,Rain,Wet,Mechanical Failure,28,Female,0.0,55000.0,14.688610939672245,120.99874501571604,2025-08-30 05:39:00
MMTI-2025-0523,Quezon City,EDSA,Bus,Side-swipe,Fatal,Rain,Wet,Drunk Driving,,Male,0.0,45000.0,14.586124092510296,121.02351258430882,2025-05-01 06:35:00
MMTI-2025-0524,Pateros,Roxas Blvd,Bus,Side-swipe,Minor,Clear,Slippery,Drunk Driving,62,Male,0.0,8000.0,14.68532641969065,120.98756534129232,2025-03-03 17:14:00
MMTI-2025-0525,Pasig,Katipunan Ave,Taxi,Collision,Unknown,Clear,Unknown,Distracted Driving,28,Male,1.0,48000.0,14.53140650947146,120.95842459754373,2025-08-23 03:06:00
MMTI-2025-0526,Taguig,Commonwealth Ave,UV Express,Side-swipe,Fatal,Rain,Dry,Mechanical Failure,46,Female,0.0,33000.0,14.666962673975744,120.99473266652424,2025-08-15 16:31:00
MMTI-2025-0527,Makati,Roxas Blvd,Bus,Hit and Run,Fatal,Rain,Wet,Drunk Driving,66,Female,1.0,19500.0,14.660353735728298,120.9826818837494,2025-05-27 16:10:00
MMTI-2025-0528,Manila,Ortigas Ave,Motorcycle,Hit and Run,Major,Clear,Unknown,Distracted Driving,23,Male,2.0,53000.0,14.696388984877428,120.93286493634297,2025-07-29 14:54:00
MMTI-2025-0529,Quezon City,Commonwealth Ave,Jeepney,Collision,Unknown,Storm,Unknown,Unknown,61,Male,0.0,97000.0,14.562739047272848,120.9688314721106,2025-02-01 12:48:00
MMTI-2025-0530,Pasig,Taft Ave,Truck,Rear-end,Unknown,Clear,Unknown,Unknown,62,Male,0.0,53500.0,14.655080066915296,121.0761949364864,2025-05-24 16:39:00
MMTI-2025-0531,Marikina,Taft Ave,UV Express,Rear-end,Unknown,Clear,Slippery,Mechanical Failure,23,Male,4.0,45500.0,14.651409264856108,120.93200546804582,2025-02-13 01:34:00
MMTI-2025-0532,Mandaluyong,Quezon Ave,Taxi,Side-swipe,Unknown,Clear,Dry,Overspeeding,41,Male,0.0,66500.0,14.570894669180827,120.90954657458748,2025-01-15 17:37:00
MMTI-2025-0533,San Juan,Katipunan Ave,UV Express,Collision,Unknown,Storm,Wet,Mechanical Failure,40,Male,2.0,87000.0,14.65695785256487,121.04297089364049,2025-11-30 03:28:00
MMTI-2025-0534,Navotas,España Blvd,UV Express,Rear-end,Minor,Storm,Unknown,Mechanical Failure,,Male,3.0,14500.0,14.529310650693834,120.98513842646544,2025-12-11 04:45:00
MMTI-2025-0535,Quezon City,Taft Ave,Car,Hit and Run,Major,Cloudy,Dry,Traffic Violation,61,Female,4.0,73500.0,14.60378899988357,120.97895649503472,2025-07-30 02:05:00
MMTI-2025-0536,Malabon,Aurora Blvd,UV Express,Hit and Run,Unknown,Rain,Wet,Drunk Driving,49,Female,1.0,92000.0,14.602637097035752,121.0058282213182,2025-05-16 18:31:00
MMTI-2025-0537,Pateros,EDSA,UV Express,Rear-end,Unknown,Storm,Dry,Unknown,25,Male,2.0,75000.0,14.557918115020218,121.00455549978211,2025-12-22 06:29:00
MMTI-2025-0538,Las Piñas,Roxas Blvd,Bus,Hit and Run,Minor,Rain,Wet,Unknown,21,Male,2.0,29500.0,14.536615426568874,121.0479320652616,2025-03-02 11:19:00
MMTI-2025-0539,Las Piñas,C5,Taxi,Collision,Unknown,Cloudy,Unknown,Reckless Driving,54,Female,2.0,50000.0,14.595045509687752,121.04400669907582,2025-01-02 03:35:00
MMTI-2025-0540,Pasig,España Blvd,UV Express,Hit and Run,Unknown,Rain,Unknown,Drunk Driving,64,Male,0.0,81500.0,14.632900462483748,120.98192566541915,2025-11-07 04:48:00
MMTI-2025-0541,Quezon City,EDSA,UV Express,Hit and Run,Fatal,Rain,Dry,Drunk Driving,63,Male,4.0,82500.0,14.65923175628721,121.04147976980931,2025-04-30 12:21:00
MMTI-2025-0542,Quezon City,C5,Car,Pedestrian,Unknown,Clear,Dry,Mechanical Failure,66,Female,4.0,4000.0,14.524056635287783,121.08723636199812,2025-10-15 20:07:00
MMTI-2025-0543,Parañaque,Quezon Ave,Taxi,Pedestrian,Unknown,Clear,Unknown,Traffic Violation,43,Male,3.0,4500.0,14.567991311009257,120.93610160114608,2025-04-03 00:17:00
MMTI-2025-0544,Navotas,Roxas Blvd,Motorcycle,Collision,Minor,Clear,Wet,Reckless Driving,27,Female,2.0,,14.517925712696057,120.96135884367251,2025-01-13 16:20:00
MMTI-2025-0545,Quezon City,Katipunan Ave,Bus,Rear-end,Minor,Rain,Dry,Reckless Driving,42,Male,2.0,20000.0,14.582564562399702,120.96484355815936,2025-07-28 21:10:00
MMTI-2025-0546,Parañaque,Quezon Ave,Taxi,Pedestrian,Unknown,Rain,Unknown,Unknown,25,Male,0.0,42500.0,14.592964706649068,120.9814152927182,2025-07-12 03:03:00
MMTI-2025-0547,Caloocan,EDSA,Bus,Pedestrian,Unknown,Rain,Dry,Mechanical Failure,66,Female,2.0,74500.0,14.581349184283589,120.91678167111615,2025-09-05 00:26:00
MMTI-2025-0548,Pasig,Ortigas Ave,Jeepney,Rear-end,Major,Clear,Unknown,Unknown,20,Male,3.0,81000.0,14.557849890966802,121.0944163608065,2025-11-22 16:13:00
MMTI-2025-0549,Pateros,Roxas Blvd,Jeepney,Side-swipe,Unknown,Storm,Wet,Reckless Driving,20,Female,0.0,70000.0,14.61261631558826,120.96012766970652,2025-01-01 01:59:00
MMTI-2025-0550,Pasig,España Blvd,Bus,Hit and Run,Major,Clear,Unknown,Traffic Violation,61,Male,0.0,35000.0,14.695928069580637,121.04155081876029,2025-07-22 22:07:00
MMTI-2025-0551,Marikina,Ortigas Ave,Car,Hit and Run,Unknown,Storm,Dry,Drunk Driving,59,Male,4.0,62500.0,14.500855849536428,120.9019157225977,2025-05-20 07:42:00
MMTI-2025-0552,Pateros,Taft Ave,Jeepney,Collision,Minor,Clear,Dry,Unknown,61,Male,2.0,50000.0,14.66549336701827,120.97159314809257,2025-03-30 13:35:00
MMTI-2025-0553,Taguig,Aurora Blvd,Bus,Rear-end,Unknown,Clear,Wet,Overspeeding,66,Male,0.0,92500.0,14.571564203786124,120.91799330385966,2025-04-01 22:00:00
MMTI-2025-0554,Caloocan,Quezon Ave,Truck,Side-swipe,Minor,Storm,Unknown,Mechanical Failure,18,Female,0.0,52500.0,14.522189305528874,120.95546951080723,2025-11-11 20:19:00
MMTI-2025-0555,Quezon City,Quezon Ave,UV Express,Pedestrian,Unknown,Clear,Wet,Distracted Driving,55,Female,0.0,10000.0,14.525486182063258,121.08671268011616,2025-09-14 15:10:00
MMTI-2025-0556,Mandaluyong,Quezon Ave,Taxi,Collision,Unknown,Clear,Slippery,Unknown,18,Female,0.0,88000.0,14.688614844754383,120.91037255950847,2025-04-27 16:46:00
MMTI-2025-0557,Malabon,Roxas Blvd,Motorcycle,Pedestrian,Unknown,Cloudy,Slippery,Overspeeding,64,Female,0.0,37500.0,14.68367829832444,121.00648205645211,2025-06-15 13:54:00
MMTI-2025-0558,Parañaque,Ortigas Ave,Motorcycle,Pedestrian,Minor,Rain,Wet,Unknown,22,Female,1.0,23000.0,14.565844926701196,120.912568824926,2025-06-11 00:25:00
MMTI-2025-0559,Pateros,Taft Ave,Taxi,Collision,Unknown,Rain,Slippery,Reckless Driving,33,Male,3.0,32500.0,14.691760531575683,121.06650350250963,2025-11-17 03:01:00
MMTI-2025-0560,Caloocan,C5,Taxi,Pedestrian,Unknown,Cloudy,Dry,Unknown,55,Male,0.0,9500.0,14.683342875589943,120.9754790266056,2025-06-20 16:50:00
MMTI-2025-0561,Pasig,EDSA,Taxi,Hit and Run,Minor,Storm,Unknown,Unknown,22,Male,0.0,9000.0,14.611851610321107,120.95898335404684,2025-12-22 02:50:00
MMTI-2025-0562,Pasig,Taft Ave,Car,Pedestrian,Unknown,Clear,Unknown,Unknown,47,Female,4.0,81000.0,14.520255585520887,121.03018428524967,2025-07-15 12:06:00
MMTI-2025-0563,Manila,Ortigas Ave,Jeepney,Rear-end,Minor,Clear,Dry,Distracted Driving,55,Female,4.0,18000.0,14.62747274713054,120.9512572204402,2025-12-12 00:29:00
