Incident_ID,Date,Time,City,Road_Name,Vehicle_Type,Accident_Type,Severity,Weather_Condition,Road_Condition,Cause,Driver_Age,Driver_Gender,Injury_Count,Damage_Cost_PHP,Latitude,Longitude
MMTI-2025-0429,2025-11-09,22:02:00, Pasig,Commonwealth Ave,UV Express,Hit and Run,,Clear,Slippery,Traffic Violation,44.0,Male,4.0,32000.0,14.538380572374923,121.09732070495218
MMTI-2025-0430,2025-02-18,19:23:00,QUEZON CITY,España Blvd,Car,Hit and Run,Major,Storm,Dry,Mechanical Failure,25.0,Female,,62500.0,14.599502967560774,120.93195191870652
MMTI-2025-0431,2025-01-23,01:41:00,Las Piñas,Roxas Blvd,Car,Hit and Run,Fatal,Storm,,,20.0,Male,,8500.0,14.684972269143701,120.93517752164311
MMTI-2025-0432,2025-01-15,15:32:00,Taguig,C5,Car,Hit and Run,, clear,Slippery,,30.0,male,1.0,16000.0,14.565226444941434,120.9196128267603
MMTI-2025-0433,2025-07-31,06:24:00,Caloocan,C5,Truck,Pedestrian,,Clear,,Drunk Driving,31.0,FEMALE,1.0,51500.0,14.574697016382821,120.99154803860162
MMTI-2025-0434,2025-04-10,20:22:00,Mandaluyong,Quezon Ave,Bus,Rear-end,Minor,RAIN,,Overspeeding,35.0,Female,0.0,61500.0,14.5917157849941,120.93424026334337
MMTI-2025-0435,2025-06-25,07:56:00,San Juan,Katipunan Ave,Car,Pedestrian,Major, clear,,Mechanical Failure,23.0,FEMALE,4.0,64500.0,14.672439810627198,120.94328852086005
MMTI-2025-0436,2025-08-31,14:17:00,Manila,Taft Ave,UV Express,Rear-end,Major,Storm,,Mechanical Failure,55.0,Female,4.0,2500.0,14.583554370671784,120.90884483909616
MMTI-2025-0437,2025-08-29,23:49:00,manila,EDSA,Truck,Pedestrian,,Cloudy,Dry,,49.0,Female,0.0,73000.0,14.650615738350783,121.03863196780054
MMTI-2025-0438,2025-07-28,06:08:00,Las Piñas,Roxas Blvd,Car,Collision,Minor,Cloudy,Slippery,Drunk Driving,63.0,FEMALE,4.0,97500.0,14.616732022202632,121.09528415568894
MMTI-2025-0439,2025-08-26,04:55:00,Navotas,Commonwealth Ave,Taxi,Side-swipe,,RAIN,Dry,Distracted Driving,42.0,male,4.0,6000.0,14.559317996242497,121.05057760219245
MMTI-2025-0440,2025-12-24,19:34:00,Makati ,Quezon Ave,Taxi,Collision,,Storm,Dry,Traffic Violation,21.0,Male,3.0,48500.0,14.593070575027367,120.90817486698266
MMTI-2025-0441,2025-07-07,05:41:00,QUEZON CITY,C5,Jeepney,Rear-end,Major,Storm,Wet,Distracted Driving,59.0,FEMALE,,98000.0,14.61602387707104,121.09182074621744
MMTI-2025-0442,2025-04-18,23:48:00,Caloocan,Ortigas Ave,Bus,Side-swipe,,RAIN,,Reckless Driving,21.0,Male,2.0,46000.0,14.590482129881124,121.00029001910491
MMTI-2025-0443,2025-03-04,15:45:00,QUEZON CITY,España Blvd,Bus,Hit and Run,,Storm,Dry,Mechanical Failure,47.0,Male,0.0,52000.0,14.679589171974081,120.95767453753689
MMTI-2025-0444,2025-02-09,03:10:00,Mandaluyong,C5,UV Express,Rear-end,,Rain,Wet,Overspeeding,36.0,FEMALE,,71000.0,14.686344294446748,120.99478098354743
MMTI-2025-0445,2025-08-04,14:47:00,Manila,Roxas Blvd,Car,Collision,Minor,Rain,,Traffic Violation,44.0,male,,84500.0,14.657364872584203,120.99722967832291
MMTI-2025-0446,2025-12-07,22:33:00,QUEZON CITY,Aurora Blvd,Truck,Side-swipe,,Rain,Slippery,Drunk Driving,68.0,male,1.0,63500.0,14.574380463318116,120.95762925858759
MMTI-2025-0447,2025-01-25,04:22:00,San Juan,Aurora Blvd,Car,Pedestrian,Major,RAIN,,Reckless Driving,29.0,Female,,90500.0,14.680942229429418,121.05889145605786
MMTI-2025-0448,2025-03-24,07:07:00,Quezon City,Ortigas Ave,Jeepney,Rear-end,,Storm,Slippery,Drunk Driving,31.0,Male,,42500.0,14.695604512607824,120.92958884294767
MMTI-2025-0449,2025-08-18,17:10:00,QUEZON CITY,Roxas Blvd,Motorcycle,Collision,,Cloudy,Wet,,38.0,Female,0.0,96500.0,14.609229117595556,121.00148180623543
MMTI-2025-0450,2025-11-28,22:18:00,Pateros,Roxas Blvd,Taxi,Pedestrian,Major, clear,,Traffic Violation,62.0,Male,,63000.0,14.68003489381087,120.92788465869131
MMTI-2025-0451,2025-10-10,03:19:00,Manila,Taft Ave,Jeepney,Rear-end,,Storm,Dry,Traffic Violation,21.0,Female,4.0,69000.0,14.544428771408324,121.08713301534519
MMTI-2025-0452,2025-05-23,06:01:00,Makati,España Blvd,Taxi,Hit and Run,Minor, clear,,Mechanical Failure,49.0,male,4.0,79000.0,14.602311168526713,120.9112095235414
MMTI-2025-0453,2025-12-08,11:25:00,Pasig,Taft Ave,Bus,Hit and Run,Fatal,Clear,Slippery,Traffic Violation,40.0,male,3.0,73500.0,14.517519726180575,121.0455706713912
MMTI-2025-0454,2025-08-16,23:26:00,Valenzuela,Roxas Blvd,Car,Hit and Run,,Rain,,Distracted Driving,27.0,Female,2.0,62500.0,14.6976764855795,121.005060209314
MMTI-2025-0455,2025-06-21,02:59:00,Makati ,Taft Ave,Motorcycle,Collision,,RAIN,Slippery,,29.0,FEMALE,,74500.0,14.651048749558438,120.92738540798315
MMTI-2025-0456,2025-04-06,12:18:00,QUEZON CITY,Aurora Blvd,Motorcycle,Side-swipe,,Storm,,,32.0,Male,0.0,21500.0,14.552535404712215,121.09120531922662
MMTI-2025-0457,2025-11-22,15:07:00,San Juan,Taft Ave,Car,Hit and Run,Major,Clear,Dry,Reckless Driving,49.0,Male,4.0,97000.0,14.57235190209905,120.99609718109008
MMTI-2025-0458,2025-08-12,08:40:00,Pateros,C5,Bus,Pedestrian,,Clear,Slippery,Drunk Driving,55.0,Male,1.0,42500.0,14.592208793578024,121.03865660896227
MMTI-2025-0459,2025-07-02,05:03:00,Mandaluyong,Ortigas Ave,Truck,Side-swipe,Minor,Storm,Slippery,Distracted Driving,50.0,Female,,25000.0,14.652937875828904,121.01975249760245
MMTI-2025-0460,2025-03-27,17:20:00,Marikina,Roxas Blvd,Bus,Side-swipe,Minor, clear,,Traffic Violation,,Female,0.0,19500.0,14.60363414925548,120.9746028390211
MMTI-2025-0461,2025-09-06,13:21:00,Pasay,C5,Car,Rear-end,,Rain,Wet,Distracted Driving,44.0,FEMALE,0.0,16500.0,14.663768948810148,121.08468195053545
MMTI-2025-0462,2025-09-03,11:19:00,Las Piñas,Commonwealth Ave,Taxi,Hit and Run,, clear,Slippery,Drunk Driving,63.0,male,0.0,97000.0,14.66291482168227,120.94447156955111
MMTI-2025-0463,2025-12-22,04:44:00,Caloocan,Roxas Blvd,Car,Rear-end,Major,Clear,,Distracted Driving,22.0,Male,3.0,98500.0,14.586249494615968,120.93927019850585
MMTI-2025-0464,2025-01-17,21:32:00,Makati ,EDSA,Truck,Collision,Fatal,Clear,Dry,Reckless Driving,60.0,Male,0.0,17500.0,14.68401961416273,120.94108023731054
MMTI-2025-0465,2025-04-13,05:42:00,Las Piñas,EDSA,Motorcycle,Rear-end,Fatal, clear,Slippery,Traffic Violation,28.0,Female,4.0,74500.0,14.513667407779552,121.0639173009666
MMTI-2025-0466,2025-01-08,16:13:00,Parañaque,Roxas Blvd,Car,Pedestrian,Minor,RAIN,Dry,Mechanical Failure,50.0,FEMALE,2.0,91000.0,14.617876114227066,120.98793316583861
MMTI-2025-0467,2025-02-24,05:53:00,Las Piñas,Taft Ave,Truck,Rear-end,,Rain,,Distracted Driving,66.0,male,0.0,61500.0,14.522063232242655,120.9271824739811
MMTI-2025-0468,2025-07-04,22:18:00,QUEZON CITY,EDSA,Motorcycle,Side-swipe,,Clear,,Reckless Driving,47.0,male,,58500.0,14.545174685945982,120.98145644410043
MMTI-2025-0469,2025-08-08,06:54:00,Makati,Aurora Blvd,UV Express,Side-swipe,Major,Clear,,Distracted Driving,43.0,FEMALE,4.0,86000.0,14.63530373287947,120.9238435687771
MMTI-2025-0470,2025-07-22,12:44:00,Makati ,C5,UV Express,Rear-end,Minor,Storm,Wet,Traffic Violation,30.0,FEMALE,0.0,31500.0,14.667621826268292,121.04504010006653
MMTI-2025-0471,2025-05-23,22:49:00,Makati ,Katipunan Ave,Bus,Hit and Run,Fatal,Cloudy,,,49.0,male,1.0,,14.590926948350722,120.92443801201983
MMTI-2025-0472,2025-09-08,15:14:00,Pasig,EDSA,Motorcycle,Collision,Minor,Cloudy,Dry,Drunk Driving,42.0,male,1.0,40500.0,14.624393352304745,120.91926672571924
MMTI-2025-0473,2025-02-09,21:48:00,manila,Aurora Blvd,Taxi,Hit and Run,Major,Storm,,,50.0,male,4.0,45500.0,14.661896319478261,121.00810579739007
MMTI-2025-0474,2025-01-10,01:27:00,Taguig,Taft Ave,Truck,Side-swipe,,Cloudy,,Overspeeding,20.0,Female,4.0,86000.0,14.672072140543733,120.9606089143227
MMTI-2025-0475,2025-12-28,05:31:00,Malabon,Commonwealth Ave,Bus,Hit and Run,,Clear,,,60.0,FEMALE,3.0,73500.0,14.670870293909775,121.00133700975141
MMTI-2025-0476,2025-07-20,08:31:00,Makati ,Taft Ave,Jeepney,Side-swipe,Fatal,Storm,Dry,Overspeeding,55.0,Male,1.0,48500.0,14.569775357558658,121.04841142681833
MMTI-2025-0477,2025-01-14,20:21:00,Navotas,C5,Truck,Side-swipe,Fatal,Cloudy,Slippery,Overspeeding,60.0,Female,1.0,32000.0,14.629616564977317,121.0185063333585
MMTI-2025-0478,2025-12-19,02:55:00,San Juan,C5,Bus,Rear-end,Minor, clear,Slippery,Overspeeding,47.0,FEMALE,4.0,67500.0,14.68028196904238,120.95332377705039
MMTI-2025-0479,2025-12-23,15:37:00,Manila,Ortigas Ave,Truck,Pedestrian,,Storm,,Distracted Driving,69.0,FEMALE,0.0,90000.0,14.635022259065373,120.9671934924971
MMTI-2025-0480,2025-09-15,21:21:00,Pasay,Katipunan Ave,Bus,Side-swipe,,Rain,,Distracted Driving,52.0,Female,2.0,35500.0,14.509506272222579,121.0992455386721
MMTI-2025-0481,2025-07-25,07:39:00,Makati,Katipunan Ave,Motorcycle,Pedestrian,Fatal,Storm,Dry,,45.0,Female,2.0,11500.0,14.63030736271104,120.96036940292215
MMTI-2025-0482,2025-06-03,13:42:00,QUEZON CITY,Ortigas Ave,Car,Hit and Run,,Storm,,,60.0,Female,0.0,82000.0,14.640666329139805,121.07254196135185
MMTI-2025-0483,2025-10-23,15:13:00,Valenzuela,Roxas Blvd,UV Express,Pedestrian,,Cloudy,,Overspeeding,51.0,Female,2.0,61000.0,14.529548737764916,120.93009453080063
MMTI-2025-0484,2025-12-17,09:54:00,Malabon,Taft Ave,Bus,Collision,Major,Cloudy,Slippery,Reckless Driving,59.0,Female,2.0,89500.0,14.620246453935101,120.98117318784965
MMTI-2025-0485,2025-02-28,04:12:00,Manila,Quezon Ave,Taxi,Side-swipe,,Cloudy,,,45.0,Male,1.0,22000.0,14.554542392695591,120.90582837351918
MMTI-2025-0486,2025-05-23,21:35:00,Pasay,EDSA,UV Express,Hit and Run,Minor,Clear,Dry,Traffic Violation,56.0,male,0.0,54000.0,14.679354648833623,121.03433441468691
MMTI-2025-0487,2025-02-16,12:53:00,Pasig,Quezon Ave,Motorcycle,Pedestrian,,Clear,,Reckless Driving,49.0,Male,1.0,78500.0,14.524455366690741,121.06133744912358
MMTI-2025-0488,2025-06-18,18:47:00,Navotas,Quezon Ave,Truck,Rear-end,Major,Clear,Wet,Mechanical Failure,35.0,FEMALE,3.0,34500.0,14.672579986735405,120.9111850805437
MMTI-2025-0489,2025-10-01,11:44:00,Taguig,Ortigas Ave,Jeepney,Hit and Run,,RAIN,Wet,Reckless Driving,68.0,Female,2.0,62500.0,14.643134245824426,121.0642730732384
MMTI-2025-0490,2025-01-11,20:57:00, Pasig,EDSA,Taxi,Collision,Major,Storm,,,37.0,male,,17500.0,14.606982138554681,120.94727637895592
MMTI-2025-0491,2025-08-15,12:00:00,Navotas,Roxas Blvd,Bus,Collision,Major,Storm,Wet,Drunk Driving,46.0,male,,54000.0,14.657863479903163,120.954807305137
MMTI-2025-0492,2025-02-11,15:30:00,Malabon,Ortigas Ave,UV Express,Hit and Run,Minor,Rain,Slippery,Distracted Driving,40.0,FEMALE,4.0,95000.0,14.66268560968001,121.04755710412081
MMTI-2025-0493,2025-08-21,22:01:00,Quezon City,Commonwealth Ave,UV Express,Hit and Run,Major,Clear,,Mechanical Failure,58.0,male,2.0,75500.0,14.516446410284681,120.93156448788882
MMTI-2025-0494,2025-09-22,22:49:00,Pasig,Katipunan Ave,UV Express,Hit and Run,Fatal,Cloudy,,Drunk Driving,34.0,Female,,77500.0,14.665353721868367,121.05990573358804
MMTI-2025-0495,2025-04-12,02:26:00,Las Piñas,Commonwealth Ave,Truck,Hit and Run,,Rain,Dry,Overspeeding,53.0,Female,0.0,61000.0,14.53965324053434,121.04025223084068
MMTI-2025-0496,2025-03-28,01:25:00, Pasig,Taft Ave,Jeepney,Side-swipe,Major,Clear,Slippery,Drunk Driving,54.0,Male,0.0,93500.0,14.60516754006618,121.05467186409234
MMTI-2025-0497,2025-08-21,21:31:00,Taguig,Quezon Ave,UV Express,Rear-end,Major,Storm,Slippery,,42.0,Female,3.0,28000.0,14.620016557299445,121.09904148999466
MMTI-2025-0498,2025-05-25,23:43:00,Parañaque,Taft Ave,Car,Hit and Run,Major,Clear,Slippery,Reckless Driving,33.0,FEMALE,1.0,49000.0,14.616580615467232,121.02944711366023
MMTI-2025-0499,2025-02-13,00:30:00,Pasig,Ortigas Ave,UV Express,Hit and Run,Major,RAIN,,,65.0,male,0.0,14000.0,14.611399994878102,120.91042252232562
MMTI-2025-0500,2025-05-01,15:58:00,Las Piñas,Katipunan Ave,UV Express,Pedestrian,Minor,Clear,Slippery,,37.0,FEMALE,,49000.0,14.526447650742616,121.07844518953497
MMTI-2025-0501,2025-01-22,18:11:00,Mandaluyong,Commonwealth Ave,Jeepney,Hit and Run,Fatal,Cloudy,Wet,Distracted Driving,38.0,FEMALE,1.0,35000.0,14.523368411232934,120.90883243229764
MMTI-2025-0502,2025-03-07,15:55:00,Mandaluyong,Ortigas Ave,Truck,Side-swipe,Fatal, clear,Slippery,Traffic Violation,45.0,Female,2.0,96000.0,14.69891301317703,121.05273508273073
MMTI-2025-0503,2025-03-19,17:54:00,Valenzuela,EDSA,Car,Rear-end,Minor,Rain,Wet,Overspeeding,48.0,male,1.0,92000.0,14.593426567966386,120.92320480942011
MMTI-2025-0504,2025-09-11,01:28:00,Las Piñas,España Blvd,Truck,Hit and Run,,Clear,Wet,Distracted Driving,40.0,Male,1.0,38000.0,14.53613099282228,120.93365900032214
MMTI-2025-0505,2025-09-18,08:36:00,Makati ,Quezon Ave,Jeepney,Collision,, clear,Wet,,22.0,Female,3.0,88500.0,14.518861044775498,120.96573155526215
MMTI-2025-0506,2025-05-26,21:43:00,Taguig,Taft Ave,Bus,Pedestrian,Minor,Storm,Wet,Overspeeding,23.0,FEMALE,,86000.0,14.595971018752538,121.02567134790898
MMTI-2025-0507,2025-05-18,19:42:00,Manila,Ortigas Ave,Motorcycle,Pedestrian,,Storm,,Drunk Driving,31.0,Male,,38000.0,14.564634169337372,120.91110700479716
MMTI-2025-0508,2025-02-06,17:38:00,Navotas,C5,Truck,Side-swipe,Major,Rain,,Distracted Driving,19.0,Female,1.0,51500.0,14.655898509029145,120.9569871777999
MMTI-2025-0509,2025-12-01,04:07:00,San Juan,Aurora Blvd,Taxi,Hit and Run,Fatal,RAIN,,Drunk Driving,40.0,Male,2.0,67500.0,14.539974252119098,120.98908848298403
MMTI-2025-0510,2025-07-18,15:17:00,Makati ,Katipunan Ave,Truck,Collision,,Storm,,Drunk Driving,45.0,FEMALE,0.0,7000.0,14.602668291839578,121.09465435812403
MMTI-2025-0511,2025-12-13,07:41:00,Pasig,Aurora Blvd,Jeepney,Pedestrian,Minor,Storm,,,23.0,FEMALE,2.0,21000.0,14.696837246608421,121.03686278745965
MMTI-2025-0512,2025-06-03,07:33:00,Malabon,Roxas Blvd,Jeepney,Collision,,Clear,Dry,Distracted Driving,50.0,FEMALE,3.0,14000.0,14.592931298406207,121.04406199987007
MMTI-2025-0513,2025-05-10,11:16:00,Makati ,C5,Taxi,Pedestrian,Minor,Clear,,Drunk Driving,68.0,Female,3.0,7500.0,14.516658113026994,121.0753510694271
MMTI-2025-0514,2025-06-02,10:37:00,Valenzuela,Aurora Blvd,Jeepney,Side-swipe,Fatal,Rain,Wet,Drunk Driving,23.0,male,,15500.0,14.586759784123862,120.90358304382242
MMTI-2025-0515,2025-07-22,03:00:00,Pasay,Aurora Blvd,Truck,Hit and Run,,RAIN,,Reckless Driving,57.0,male,,88000.0,14.692628322080214,121.03502045779675
MMTI-2025-0516,2025-06-04,02:08:00,Pasig,EDSA,Car,Collision,Minor,RAIN,Wet,Overspeeding,31.0,FEMALE,,20500.0,14.629947965207368,120.9871576947601
MMTI-2025-0517,2025-11-17,17:12:00,Makati,Roxas Blvd,Taxi,Hit and Run,Major,Cloudy,,Overspeeding,25.0,Female,1.0,96500.0,14.640519621141651,121.09277337414778
MMTI-2025-0518,2025-08-30,00:55:00,Valenzuela,Katipunan Ave,Car,Rear-end,Fatal, clear,,Overspeeding,39.0,Male,0.0,82500.0,14.669525906016071,120.98635759052559
MMTI-2025-0519,2025-08-01,15:47:00,Makati ,Katipunan Ave,UV Express,Pedestrian,Fatal,Clear,,,49.0,FEMALE,1.0,93000.0,14.51214093644665,120.9038039318055
MMTI-2025-0520,2025-10-23,10:35:00,Makati,Roxas Blvd,UV Express,Hit and Run,,Clear,,Traffic Violation,46.0,FEMALE,0.0,22500.0,14.557602156290724,120.93844025950021
MMTI-2025-0521,2025-06-26,14:14:00,manila,Quezon Ave,Jeepney,Side-swipe,,RAIN,,Drunk Driving,36.0,FEMALE,3.0,88000.0,14.63050003757266,120.9720511135399
MMTI-2025-0522,2025-08-30,05:39:00,Parañaque,Roxas Blvd,UV Express,Collision,,Rain,Wet,Mechanical Failure,28.0,FEMALE,0.0,55000.0,14.688610939672243,120.99874501571604
MMTI-2025-0523,2025-05-01,06:35:00,Quezon City,EDSA,Bus,Side-swipe,Fatal,RAIN,Wet,Drunk Driving,,Male,0.0,45000.0,14.586124092510296,121.02351258430882
MMTI-2025-0524,2025-03-03,17:14:00,Pateros,Roxas Blvd,Bus,Side-swipe,Minor, clear,Slippery,Drunk Driving,62.0,Male,,8000.0,14.68532641969065,120.98756534129231
MMTI-2025-0525,2025-08-23,03:06:00, Pasig,Katipunan Ave,Taxi,Collision,,Clear,,Distracted Driving,28.0,Male,1.0,48000.0,14.53140650947146,120.95842459754373
MMTI-2025-0526,2025-08-15,16:31:00,Taguig,Commonwealth Ave,UV Express,Side-swipe,Fatal,Rain,Dry,Mechanical Failure,46.0,FEMALE,0.0,33000.0,14.666962673975744,120.99473266652424
MMTI-2025-0527,2025-05-27,16:10:00,Makati,Roxas Blvd,Bus,Hit and Run,Fatal,RAIN,Wet,Drunk Driving,66.0,FEMALE,1.0,19500.0,14.660353735728298,120.98268188374941
MMTI-2025-0528,2025-07-29,14:54:00,manila,Ortigas Ave,Motorcycle,Hit and Run,Major,Clear,,Distracted Driving,23.0,male,2.0,53000.0,14.696388984877427,120.93286493634295
MMTI-2025-0529,2025-02-01,12:48:00,Quezon City,Commonwealth Ave,Jeepney,Collision,,Storm,,,61.0,male,,97000.0,14.562739047272848,120.96883147211061
MMTI-2025-0530,2025-05-24,16:39:00,Pasig,Taft Ave,Truck,Rear-end,, clear,,,62.0,male,,53500.0,14.655080066915296,121.07619493648639
MMTI-2025-0531,2025-02-13,01:34:00,Marikina,Taft Ave,UV Express,Rear-end,, clear,Slippery,Mechanical Failure,23.0,male,4.0,45500.0,14.651409264856108,120.93200546804582
MMTI-2025-0532,2025-01-15,17:37:00,Mandaluyong,Quezon Ave,Taxi,Side-swipe,, clear,Dry,Overspeeding,41.0,male,,66500.0,14.570894669180829,120.90954657458747
MMTI-2025-0533,2025-11-30,03:28:00,San Juan,Katipunan Ave,UV Express,Collision,,Storm,Wet,Mechanical Failure,40.0,male,2.0,87000.0,14.65695785256487,121.04297089364047
MMTI-2025-0534,2025-12-11,04:45:00,Navotas,España Blvd,UV Express,Rear-end,Minor,Storm,,Mechanical Failure,,male,3.0,14500.0,14.529310650693834,120.98513842646545
MMTI-2025-0535,2025-07-30,02:05:00,Quezon City,Taft Ave,Car,Hit and Run,Major,Cloudy,Dry,Traffic Violation,61.0,FEMALE,4.0,73500.0,14.60378899988357,120.97895649503472
MMTI-2025-0536,2025-05-16,18:31:00,Malabon,Aurora Blvd,UV Express,Hit and Run,,Rain,Wet,Drunk Driving,49.0,FEMALE,1.0,92000.0,14.602637097035753,121.00582822131821
MMTI-2025-0537,2025-12-22,06:29:00,Pateros,EDSA,UV Express,Rear-end,,Storm,Dry,,25.0,Male,2.0,75000.0,14.557918115020218,121.00455549978213
MMTI-2025-0538,2025-03-02,11:19:00,Las Piñas,Roxas Blvd,Bus,Hit and Run,Minor,Rain,Wet,,21.0,male,2.0,29500.0,14.536615426568874,121.0479320652616
MMTI-2025-0539,2025-01-02,03:35:00,Las Piñas,C5,Taxi,Collision,,Cloudy,,Reckless Driving,54.0,FEMALE,2.0,50000.0,14.595045509687752,121.04400669907582
MMTI-2025-0540,2025-11-07,04:48:00,Pasig,España Blvd,UV Express,Hit and Run,,RAIN,,Drunk Driving,64.0,male,0.0,81500.0,14.632900462483748,120.98192566541915
MMTI-2025-0541,2025-04-30,12:21:00,QUEZON CITY,EDSA,UV Express,Hit and Run,Fatal,RAIN,Dry,Drunk Driving,63.0,Male,4.0,82500.0,14.65923175628721,121.04147976980933
MMTI-2025-0542,2025-10-15,20:07:00,QUEZON CITY,C5,Car,Pedestrian,, clear,Dry,Mechanical Failure,66.0,FEMALE,4.0,4000.0,14.524056635287783,121.08723636199812
MMTI-2025-0543,2025-04-03,00:17:00,Parañaque,Quezon Ave,Taxi,Pedestrian,,Clear,,Traffic Violation,43.0,Male,3.0,4500.0,14.567991311009255,120.93610160114608
MMTI-2025-0544,2025-01-13,16:20:00,Navotas,Roxas Blvd,Motorcycle,Collision,Minor, clear,Wet,Reckless Driving,27.0,Female,2.0,,14.517925712696057,120.96135884367253
MMTI-2025-0545,2025-07-28,21:10:00,Quezon City,Katipunan Ave,Bus,Rear-end,Minor,RAIN,Dry,Reckless Driving,42.0,Male,2.0,20000.0,14.582564562399702,120.96484355815937
MMTI-2025-0546,2025-07-12,03:03:00,Parañaque,Quezon Ave,Taxi,Pedestrian,,Rain,,,25.0,male,0.0,42500.0,14.592964706649067,120.98141529271821
MMTI-2025-0547,2025-09-05,00:26:00,Caloocan,EDSA,Bus,Pedestrian,,RAIN,Dry,Mechanical Failure,66.0,Female,2.0,74500.0,14.581349184283587,120.91678167111617
MMTI-2025-0548,2025-11-22,16:13:00,Pasig,Ortigas Ave,Jeepney,Rear-end,Major, clear,,,20.0,Male,3.0,81000.0,14.557849890966802,121.0944163608065
MMTI-2025-0549,2025-01-01,01:59:00,Pateros,Roxas Blvd,Jeepney,Side-swipe,,Storm,Wet,Reckless Driving,20.0,Female,,70000.0,14.612616315588259,120.96012766970652
MMTI-2025-0550,2025-07-22,22:07:00,Pasig,España Blvd,Bus,Hit and Run,Major, clear,,Traffic Violation,61.0,male,,35000.0,14.695928069580635,121.04155081876029
MMTI-2025-0551,2025-05-20,07:42:00,Marikina,Ortigas Ave,Car,Hit and Run,,Storm,Dry,Drunk Driving,59.0,Male,4.0,62500.0,14.500855849536427,120.9019157225977
MMTI-2025-0552,2025-03-30,13:35:00,Pateros,Taft Ave,Jeepney,Collision,Minor, clear,Dry,,61.0,Male,2.0,50000.0,14.66549336701827,120.97159314809257
MMTI-2025-0553,2025-04-01,22:00:00,Taguig,Aurora Blvd,Bus,Rear-end,,Clear,Wet,Overspeeding,66.0,male,,92500.0,14.571564203786123,120.91799330385966
MMTI-2025-0554,2025-11-11,20:19:00,Caloocan,Quezon Ave,Truck,Side-swipe,Minor,Storm,,Mechanical Failure,18.0,Female,,52500.0,14.522189305528874,120.95546951080725
MMTI-2025-0555,2025-09-14,15:10:00,QUEZON CITY,Quezon Ave,UV Express,Pedestrian,, clear,Wet,Distracted Driving,55.0,Female,,10000.0,14.525486182063258,121.08671268011615
MMTI-2025-0556,2025-04-27,16:46:00,Mandaluyong,Quezon Ave,Taxi,Collision,, clear,Slippery,,18.0,FEMALE,,88000.0,14.688614844754383,120.91037255950847
MMTI-2025-0557,2025-06-15,13:54:00,Malabon,Roxas Blvd,Motorcycle,Pedestrian,,Cloudy,Slippery,Overspeeding,64.0,Female,0.0,37500.0,14.68367829832444,121.00648205645213
MMTI-2025-0558,2025-06-11,00:25:00,Parañaque,Ortigas Ave,Motorcycle,Pedestrian,Minor,RAIN,Wet,,22.0,Female,1.0,23000.0,14.565844926701196,120.91256882492601
MMTI-2025-0559,2025-11-17,03:01:00,Pateros,Taft Ave,Taxi,Collision,,RAIN,Slippery,Reckless Driving,33.0,Male,3.0,32500.0,14.691760531575683,121.06650350250965
MMTI-2025-0560,2025-06-20,16:50:00,Caloocan,C5,Taxi,Pedestrian,,Cloudy,Dry,,55.0,Male,0.0,9500.0,14.683342875589943,120.97547902660561
MMTI-2025-0561,2025-12-22,02:50:00,Pasig,EDSA,Taxi,Hit and Run,Minor,Storm,,,22.0,Male,,9000.0,14.611851610321109,120.95898335404684
MMTI-2025-0562,2025-07-15,12:06:00, Pasig,Taft Ave,Car,Pedestrian,,Clear,,,47.0,FEMALE,4.0,81000.0,14.520255585520887,121.03018428524969
MMTI-2025-0563,2025-12-12,00:29:00,manila,Ortigas Ave,Jeepney,Rear-end,Minor,Clear,Dry,Distracted Driving,55.0,Female,4.0,18000.0,14.62747274713054,120.9512572204402
MMTI-2025-0564,2025-08-04,15:46:00, Pasig,Aurora Blvd,Car,Rear-end,Major,Clear,Dry,Drunk Driving,37.0,FEMALE,4.0,85000.0,14.650874727007364,120.96223764804553
MMTI-2025-0565,2025-10-05,04:09:00,Pateros,Roxas Blvd,Jeepney,Side-swipe,Fatal,Storm,Dry,Drunk Driving,21.0,Female,4.0,73500.0,14.671740441105674,120.98441222808334
MMTI-2025-0566,2025-04-11,06:40:00,Parañaque,C5,Bus,Rear-end,,RAIN,,Traffic Violation,55.0,male,4.0,40000.0,14.583739057672947,120.93245599732526
MMTI-2025-0567,2025-08-21,01:31:00,Caloocan,EDSA,UV Express,Rear-end,Major,Cloudy,,Mechanical Failure,33.0,FEMALE,,,14.690517645798106,120.96630302191865
MMTI-2025-0568,2025-07-12,06:25:00,Pasay,EDSA,Bus,Collision,Minor,Storm,Dry,Distracted Driving,27.0,male,3.0,26500.0,14.626266915478835,121.08254175300232
MMTI-2025-0569,2025-07-04,01:01:00,Parañaque,Quezon Ave,Bus,Rear-end,Major,Storm,Wet,Traffic Violation,53.0,Female,1.0,27000.0,14.50429840561163,121.06857628414302
MMTI-2025-0570,2025-02-21,00:53:00,Pasig,Taft Ave,UV Express,Collision,Fatal,Rain,Slippery,,33.0,male,2.0,86500.0,14.5342719613629,121.00538534816668
MMTI-2025-0571,2025-11-16,13:56:00,Makati,C5,Car,Rear-end,Major,Rain,,,62.0,male,2.0,78500.0,14.58590803291944,121.02722858972035
MMTI-2025-0572,2025-01-24,19:37:00,Parañaque,España Blvd,Bus,Rear-end,Fatal,Rain,Dry,Reckless Driving,26.0,FEMALE,1.0,95000.0,14.51628154037098,120.99413345872014
